Track URI,Track Name,Artist Name(s),Artist Genres,Danceability,Energy,Speechiness,Valence,Tempo,Mood
spotify:track:0l9l90a1zB3wUObtwWbqHy,Glycerine,Bush,"alternative metal,alternative rock,grunge,nu metal,post-grunge,rock",0.447,0.337,0.0325,0.0827,114.422,Focus/Study
spotify:track:3sZlKnnY9H5VnHkEWQVpJg,Song Sung Blue - Single Version,Neil Diamond,"adult standards,brill building pop,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock,yacht rock",0.55,0.334,0.0329,0.373,109.158,Focus/Study
spotify:track:3soSRpGOZ3t1GAuUQr3XUY,I'm Sorry,Brenda Lee,"adult standards,easy listening,lounge,rockabilly",0.568,0.302,0.0289,0.338,103.901,Focus/Study
spotify:track:4KPq1367Nd9DtkmSmPsycY,Matthew & Son - Stereo Version,Yusuf / Cat Stevens,"british folk,classic rock,folk,folk rock,mellow gold,singer-songwriter",0.534,0.327,0.0335,0.767,139.867,Focus/Study
spotify:track:0VUEeysnHl7ZV8vtUEMtIf,Saving All My Love for You,Whitney Houston,dance pop,0.401,0.313,0.0324,0.252,198.23,Focus/Study
spotify:track:2tZtzQUgPsHIYbNesKUHb6,It's Four in the Morning,Faron Young,"classic country pop,honky tonk,traditional country,western swing",0.462,0.277,0.0315,0.388,131.001,Focus/Study
spotify:track:1DXxizQx4Iy4ZOmZDxz1sc,Bridge of Light,The Future Hit Makers,pop,0.551,0.338,0.031,0.162,143.669,Focus/Study
spotify:track:0OYcEfskah1egYHjYRvbg1,Shadow of the Day,Linkin Park,"alternative metal,nu metal,post-grunge,rap metal,rock",0.534,0.393,0.0292,0.0641,110.007,Focus/Study
spotify:track:1vZTgn4JXWMahR8r99ug5H,The Way We Were,Barbra Streisand,"adult standards,operatic pop",0.264,0.32,0.0325,0.171,138.108,Focus/Study
spotify:track:0827eActpDYORuhgvWB0oY,Brand New Me,Alicia Keys,"neo soul,pop,r&b",0.383,0.328,0.0605,0.154,145.222,Focus/Study
spotify:track:2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,"folk,lilith,singer-songwriter,women's music",0.711,0.292,0.037,0.194,103.951,Focus/Study
spotify:track:1HKCGz0Qz5PGHPappM6leW,Trigger,Sandrine,,0.394,0.374,0.0382,0.0521,120.219,Focus/Study
spotify:track:6CGf2aPvKj7497cZ6JMmGT,Remedy,Adele,"british soul,pop,pop soul,uk pop",0.403,0.3,0.0427,0.234,162.874,Focus/Study
spotify:track:4Io9zVkAKSu7LBdUGVQFL7,Can We Still Be Friends?,Todd Rundgren,"art rock,country rock,folk rock,mellow gold,philly soul,power pop,singer-songwriter,soft rock,zolo",0.57,0.397,0.0389,0.235,172.547,Focus/Study
spotify:track:3J53fjO5QazzELp1cxCuho,A Little Bitty Tear,Burl Ives,"adult standards,american folk revival",0.461,0.279,0.0431,0.856,143.211,Focus/Study
spotify:track:3Id8znxIUtTYNhZsak8Unb,Cindy's Birthday,Johnny Crawford,deep adult standards,0.61,0.316,0.0335,0.708,110.0,Focus/Study
spotify:track:3B7udSGy2PfgoCniMSb523,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,"pop,singer-songwriter pop,uk pop",0.581,0.0549,0.0397,0.234,152.037,Focus/Study
spotify:track:7D5n2kpYH2WSqIyEO9MeXf,Patience,Guns N' Roses,"glam metal,hard rock,rock",0.457,0.266,0.0313,0.372,120.459,Focus/Study
spotify:track:15Mh8m2BGTUptR8yy7fNAS,Only You,Yazoo,"new romantic,new wave,new wave pop,synthpop",0.752,0.307,0.0398,0.854,106.158,Focus/Study
spotify:track:0OH5ZegnMYV119OvFiKT9Z,If I Ever Fall In Love,"Shai, Bill Appleberry","boy band,contemporary r&b,new jack swing,r&b",0.631,0.304,0.0349,0.183,128.019,Focus/Study
spotify:track:3TQbr3G3U5wlwEJejmqC1F,Never on the Day You Leave,John Mayer,"neo mellow,singer-songwriter",0.536,0.355,0.0259,0.22,139.888,Focus/Study
spotify:track:6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'",Sam & Dave,"classic soul,memphis soul,soul,southern soul",0.803,0.338,0.0349,0.912,106.841,Focus/Study
spotify:track:29SRvYOKbMLOZeOubNGtLb,Is She Really Going Out With Him?,Joe Jackson,"mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,singer-songwriter,sophisti-pop",0.874,0.318,0.0454,0.919,116.117,Focus/Study
spotify:track:2ZTYlnhhV1UAReg7wIGolx,To Die For,Sam Smith,"pop,uk pop",0.483,0.361,0.0738,0.307,171.649,Focus/Study
spotify:track:1jDUEsSWt4YNQBB5X8uuZ2,Sunset,Marques Houston,"contemporary r&b,hip pop,r&b,urban contemporary",0.818,0.373,0.0564,0.89,107.009,Focus/Study
spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door,Bob Dylan,"classic rock,country rock,folk,folk rock,rock,roots rock,singer-songwriter",0.513,0.396,0.0299,0.229,140.208,Focus/Study
spotify:track:5bldrrpdHrTeaWNT1Kp5xs,What Do You Mean? - Acoustic,Justin Bieber,"canadian pop,pop",0.773,0.358,0.044,0.756,124.934,Focus/Study
spotify:track:57MbOuT7s2ES3IW9KuZQzI,Wicked Game,Chris Isaak,mellow gold,0.665,0.292,0.0294,0.345,112.331,Focus/Study
spotify:track:6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,"album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.481,0.262,0.0414,0.375,122.861,Focus/Study
spotify:track:5bbgiWfaHG6Vruyg3OWQuU,Overkill - Acoustic Version,Colin Hay,solo wave,0.725,0.259,0.0382,0.2,133.849,Focus/Study
spotify:track:0qUCUYPr7GIitxFxanw5xu,Til I Make Peace With War,Sam Winston,,0.569,0.275,0.0369,0.203,117.087,Focus/Study
spotify:track:0GWS6wkQrqZd0BAhq28haq,Changing,John Mayer,"neo mellow,singer-songwriter",0.349,0.338,0.0292,0.391,182.842,Focus/Study
spotify:track:2WRPCPMu1Qadq0J7Af8aCC,A Hundred Pounds Of Clay - 1995 Digital Remaster,Gene McDaniels,deep adult standards,0.725,0.374,0.0386,0.82,128.569,Focus/Study
spotify:track:0sNSv56Glvgu2iJfoeAmS5,The Way You Look Tonight - Remastered,The Lettermen,"adult standards,easy listening,vocal harmony group",0.251,0.146,0.0313,0.14,102.407,Focus/Study
spotify:track:76qB2ZEZlEJAMqMqUjKusp,(Everything I Do) I Do It For You,Bryan Adams,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",0.52,0.363,0.0286,0.273,131.224,Focus/Study
spotify:track:4PMUMkCihkys0PKCKOgm9h,Daytrip to Bangor (Single Version) (Day Trip to Bangor - Didn't We Have a Lovely Time),Fiddler's Dram,folk,0.703,0.384,0.0527,0.942,135.111,Focus/Study
spotify:track:6jL1DEdjmOa27inIgU088B,Take It All,Adele,"british soul,pop,pop soul,uk pop",0.411,0.267,0.031,0.303,137.801,Focus/Study
spotify:track:0TJSVhxbtUzejxxkDnIHmp,A Pub With No Beer - 1979 Version,Slim Dusty,"australian country,bush ballad",0.58,0.376,0.0892,0.723,166.486,Focus/Study
spotify:track:6rT0BKAbg4y35tukHcfk4N,Untitled (How Could This Happen to Me?),Simple Plan,"canadian pop punk,canadian punk,canadian rock,modern rock,neon pop punk,pop punk",0.208,0.342,0.0327,0.135,186.162,Focus/Study
spotify:track:4cix9zymmhisLuM56RDcB7,Mellow Yellow,Donovan,"british folk,british invasion,classic rock,folk,folk rock,glam rock,psychedelic folk,psychedelic rock,scottish singer-songwriter,singer-songwriter",0.71,0.319,0.0667,0.757,105.489,Focus/Study
spotify:track:5eAZSmWJjKNnMposeGbcCh,Poison & Wine,The Civil Wars,"acoustic pop,indie folk,neo mellow,new americana,stomp and holler",0.284,0.171,0.0285,0.192,153.948,Focus/Study
spotify:track:3QE1244xy4NsqbuqGdA321,Always Together - Remastered,Al Martino,"adult standards,easy listening",0.259,0.392,0.0297,0.366,105.402,Focus/Study
spotify:track:45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,"alt z,pop",0.667,0.373,0.05,0.0823,124.148,Focus/Study
spotify:track:0YJxNXe6QrgcjXJNNnPPrN,Wasn't It Good,Tina Arena,"australian dance,australian pop",0.574,0.253,0.0299,0.329,122.069,Focus/Study
spotify:track:1wKNJ357jNrlMYXOz2eC6g,In Love By Now,Jamie Foxx,"contemporary r&b,hip pop,r&b,southern hip hop,trap,urban contemporary",0.645,0.379,0.0295,0.278,130.836,Focus/Study
spotify:track:3UwT4FadEGWyMdaSwYcUBY,This Town,Niall Horan,pop,0.678,0.398,0.0315,0.202,111.833,Focus/Study
spotify:track:3u15HIfwOuesnY5Bn27eXm,Looking for an Echo,Ol' 55,australian rock,0.628,0.264,0.0275,0.312,106.271,Focus/Study
spotify:track:3AsAuGTaDQzavZZThyYlop,Sexual,"NEIKED, Dyo","scandipop,alte",0.803,0.569,0.0739,0.809,107.986,Joyful
spotify:track:5c3gybcHUimngXZS7kGHdi,Your Mama Don't Dance,"Brian Cadd, The Bootleg Family Band","australian americana,australian rock",0.621,0.817,0.0581,0.966,142.014,Joyful
spotify:track:2FAL6hxj5Qxuj0kWOkEOsF,She Bop,Cyndi Lauper,"dance pop,new wave pop,permanent wave,soft rock",0.583,0.891,0.0345,0.814,136.794,Joyful
spotify:track:57Cs3ecsNwPM3XZRW7GYq2,Thank You - Single Edit,Jamelia,"europop,talent show",0.445,0.731,0.282,0.783,92.207,Joyful
spotify:track:2ozTcQyZQmm9tSmc4VZfwU,Laughter In The Rain,Neil Sedaka,"adult standards,brill building pop,bubblegum pop,easy listening,rockabilly,soft rock",0.495,0.613,0.0239,0.924,100.535,Joyful
spotify:track:0VJwAzffgIdB2JseOFnwzU,You Get What You Give,New Radicals,pop rock,0.622,0.858,0.0301,0.707,113.975,Joyful
spotify:track:2p3S6dHgXqNAi5nV1Gd85i,Bonnie Please Don't Go (She's Leavin'),Kevin Johnson,"australian pop,super eurobeat",0.617,0.552,0.0331,0.888,104.12,Joyful
spotify:track:5siee1e4lz8uF51OokjglA,Shackles (Praise You),Mary Mary,"gospel,gospel r&b",0.79,0.68,0.153,0.813,100.442,Joyful
spotify:track:3oesq5SJixN3VP0DhhwUNp,She's a MOD,"Dino Jag, Damien Reilly, Ray Columbus and the Invaders",classic nz pop,0.559,0.949,0.0665,0.96,165.004,Joyful
spotify:track:14y9mHNT905VoEw63b5GSn,Gitarzan,Ray Stevens,"classic country pop,novelty",0.435,0.804,0.169,0.727,93.83,Joyful
spotify:track:2P2Z5SKtWUt46qfYfWkB8m,Boy Oh Boy,Racey,"australian rock,glam rock",0.702,0.549,0.107,0.825,137.874,Joyful
spotify:track:2eEmzSR9tmd52w7cqT9yK6,Hold On Loosely,38 Special,"album rock,classic rock,country rock,glam metal,hard rock,mellow gold,rock,soft rock,southern rock",0.541,0.571,0.0316,0.854,127.506,Joyful
spotify:track:4MMqj7HaLL8BphbBZnlsdq,I Like That,"Houston, Chingy, Nate Dogg, I-20","crunk,dirty south rap,hip pop,pop rap,r&b,southern hip hop,g funk,gangster rap,hardcore hip hop,hip hop,west coast rap,atl hip hop",0.797,0.502,0.0968,0.385,106.997,Joyful
spotify:track:6qBSGvyUzqNQv8XtnzCr9n,Everybody Have Fun Tonight,Wang Chung,"new romantic,new wave pop,synthpop",0.728,0.619,0.0379,0.747,128.845,Joyful
spotify:track:5zFglKYiknIxks8geR8rcL,Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion","pop,houston rap,pop,rap,trap queen",0.713,0.676,0.027,0.721,99.048,Joyful
spotify:track:1qPc4YcES848qyRBo3fa80,Lucky Number,Lene Lovich,"synthpop,zolo",0.669,0.733,0.0494,0.833,153.778,Joyful
spotify:track:0mLAgHQP1BOkoHhDu622BQ,Get Down On It,Kool & The Gang,"disco,funk,motown,soul",0.889,0.646,0.0668,0.966,110.842,Joyful
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,"classic rock,glam rock,rock",0.933,0.528,0.161,0.754,109.967,Joyful
spotify:track:2VYF84ZzEofEYYg0cCxETc,Try A Little Kindness,Glen Campbell,"adult standards,arkansas country,classic country pop,folk rock,mellow gold,nashville sound,singer-songwriter,soft rock",0.323,0.666,0.0335,0.734,176.455,Joyful
spotify:track:0rIAC4PXANcKmitJfoqmVm,Motivation,Normani,"pop,r&b",0.599,0.887,0.0984,0.881,170.918,Joyful
spotify:track:0gljI0CtjpdZK6ecidfxto,Wild Thing,Tone-Loc,"hip hop,miami bass",0.943,0.685,0.188,0.813,125.515,Joyful
spotify:track:0PkBTqRtN25z3oKasWoKlj,Only the Lonely,Roy Orbison,"adult standards,classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter",0.57,0.529,0.028,0.934,123.273,Joyful
spotify:track:0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,ABBA,"europop,swedish pop",0.543,0.87,0.0428,0.754,100.804,Joyful
spotify:track:5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,r&b/soul,0.795,0.523,0.0423,0.855,133.024,Joyful
spotify:track:6pxWv6GV35VGmcPf5dh6CH,Proud Mary,Creedence Clearwater Revival,"classic rock,country rock,rock,southern rock,swamp rock",0.699,0.641,0.0289,0.728,120.745,Joyful
spotify:track:0isgbeeMY5DM0sQl1TRd85,Chicken Tikka Masala,Joe Publick,"r&b, rock, pop",0.68,0.949,0.16,0.747,125.946,Joyful
spotify:track:4xmDwXBgfWYoshkeEL5B0R,The Orange and the Green,The Irish Rovers,"canadian celtic,irish folk,irish pub song",0.789,0.684,0.0368,0.965,117.007,Joyful
spotify:track:6NssDwHnosForAnJZyM6p3,That Girl Belongs To Yesterday,Gene Pitney,"adult standards,brill building pop,merseybeat,rock-and-roll,rockabilly",0.529,0.484,0.0411,0.72,122.156,Joyful
spotify:track:1Dg4dFJr3HW7sbA7vPejre,Eight Days A Week - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",0.652,0.583,0.038,0.744,138.134,Joyful
spotify:track:1MTMedlCphum6mRcd8YzvE,You Give Love A Bad Name,Bon Jovi,"glam metal,rock",0.533,0.963,0.0562,0.789,122.812,Joyful
spotify:track:1R9Xzj6Bbf3ZvO1gEQR30n,My My My,Armand Van Helden,"big beat,deep house,disco house,house,speed garage,uk dance,vocal house",0.642,0.555,0.227,0.755,127.492,Joyful
spotify:track:3ciED4jwJzGzGeCxgxQSkK,Love and Kisses,Dannii,"dance pop, uk r&b",0.785,0.644,0.0457,0.721,112.675,Joyful
spotify:track:7DD7eSuYSC5xk2ArU62esN,Help! - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",0.534,0.725,0.0332,0.763,95.003,Joyful
spotify:track:3t4EJY6cTsb6FyP1EQzajK,Baby Don't Forget My Number,Milli Vanilli,"freestyle,new jack swing,new wave pop",0.851,0.649,0.0748,0.846,100.302,Joyful
spotify:track:4ePP9So5xRzspjLFVVbj90,Two Princes,Spin Doctors,"alternative rock,pop rock,post-grunge",0.543,0.912,0.0601,0.836,103.731,Joyful
spotify:track:5Fvwrnvo1yyvQiYvxvFh61,Lasso,Phoenix,"alternative dance,indie rock,modern rock,new rave,rock independant francais",0.645,0.63,0.0354,0.96,150.919,Joyful
spotify:track:0DnnyQXxtuRzVABEzjW9WP,Stingray,The Shadows,"british invasion,rock-and-roll",0.563,0.801,0.0322,0.813,151.954,Joyful
spotify:track:2C6xtuFgJFaOo9ThXh3jt6,Undercover Angel,Alan O'Day,"pop, rock",0.673,0.663,0.0397,0.725,98.618,Joyful
spotify:track:2a6hvSpFXeA36da1L5RzKZ,Monsters (feat. Demi Lovato and blackbear),"All Time Low, Demi Lovato, blackbear","modern rock,neon pop punk,pop punk,pop,post-teen pop,pop",0.502,0.765,0.0476,0.805,162.097,Joyful
spotify:track:1nO67wic65N413c11zKxM7,Silhouettes - Original Radio Edit,Avicii,"edm,pop,pop dance",0.605,0.8,0.0545,0.836,128.074,Joyful
spotify:track:7JuWjJYcxy1i43dM3KWWJ3,Rhythm Of Life,"Diana Ross, The Temptations","adult standards,disco,motown,quiet storm,soft rock,soul,memphis soul,motown,soul",0.468,0.793,0.0626,0.807,165.877,Joyful
spotify:track:2JIEe9P3bFoI6yQz0CfeG4,French Kissin In The U.S.A.,Debbie Harry,new wave pop,0.63,0.612,0.0306,0.769,97.374,Joyful
spotify:track:3FK83WNjwRIBQlLkyapu6R,Come And Get These Memories - Single Version (Mono),Martha Reeves & The Vandellas,"classic girl group,classic soul,motown,soul",0.531,0.77,0.0463,0.857,126.908,Joyful
spotify:track:29oOkj7PUi1zJExNkaSALH,That Beep,Architecture In Helsinki,"alternative dance,australian indie,indietronica",0.922,0.654,0.0517,0.771,116.042,Joyful
spotify:track:7InMEW0aUivYDTprvkfrsZ,So Tough,Johnny O'Keefe,australian rock,0.594,0.622,0.0301,0.838,106.441,Joyful
spotify:track:4zH6dB5VUvQxuPzy19zJqp,I Love The Nightlife (Disco 'Round),Alicia Bridges,disco,0.655,0.596,0.0381,0.849,125.26,Joyful
spotify:track:2W2ieVidLIx9TDvxu0ZT6F,The Best - Edit,Tina Turner,soft rock,0.68,0.701,0.0275,0.824,103.789,Joyful
spotify:track:7HuAVTtzubdCgGkQCIE1Ke,Sunday Morning,No Doubt,"dance pop,dance rock,permanent wave,pop rock,rock",0.579,0.803,0.0312,0.793,157.139,Joyful
spotify:track:6sqNctd7MlJoKDOxPVCAvU,My Happy Ending,Avril Lavigne,"canadian pop,candy pop,pop",0.414,0.936,0.0758,0.74,170.229,Joyful
spotify:track:2wZw2HaaLxmICIBSD2QAQL,1901,Phoenix,"alternative dance,indie rock,modern rock,new rave,rock independant francais",0.607,0.835,0.0415,0.719,144.087,Joyful
spotify:track:1ixtKlUJDgKCvYcSIviMuV,Bless You,Tony Orlando,bubblegum pop,0.491,0.458,0.0359,0.811,125.619,Joyful
spotify:track:7j56HrjR9cGzvekvZY3Faz,HandClap,Fitz and The Tantrums,"la indie,modern alternative rock,modern rock,pop rock,pov: indie",0.636,0.836,0.0427,0.715,139.956,Joyful
spotify:track:68pWLkspLFIfIPPtzyTkQy,Regulate,"Warren G, Nate Dogg","g funk,gangster rap,hardcore hip hop,hip hop,west coast rap,g funk,gangster rap,hardcore hip hop,hip hop,west coast rap",0.849,0.521,0.216,0.763,95.262,Joyful
spotify:track:6J212smZzpeOCYQ9DITMSC,A Matter of Trust,Billy Joel,"album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",0.738,0.662,0.0268,0.88,110.304,Joyful
spotify:track:38tpcZDofjtDNunMm5w1EU,If I Could Change Your Mind,HAIM,"indietronica,metropopolis",0.671,0.852,0.0425,0.737,125.043,Joyful
spotify:track:2gGxroCYEruO4Bco35RnGU,S.O.S.,Jonas Brothers,"boy band,pop",0.587,0.697,0.0682,0.702,137.088,Joyful
spotify:track:6w40zjwprgA1s99VUxvuMx,That'll Be The Day - Decca Version,Buddy Holly,"classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter",0.527,0.648,0.0323,0.882,114.775,Joyful
spotify:track:6cARFkZxx2JR3JlvDzeLZc,Love of the Common People,Paul Young,"mellow gold,new romantic,new wave,new wave pop,soft rock",0.744,0.609,0.0758,0.893,90.723,Joyful
spotify:track:4w8QvjM1Nr344937eMBrgn,"Walk, Don't Run",The Ventures,surf music,0.423,0.88,0.0319,0.96,155.968,Joyful
spotify:track:3MeL7vAsVbgSrGFd0HioaJ,Forget You,CeeLo Green,atl hip hop,0.696,0.875,0.0649,0.772,127.39,Joyful
spotify:track:02kqNEFXbcFg22pyvUyjmI,Careless Whisper - Remastered,George Michael,new wave pop,0.596,0.641,0.0336,0.792,76.59,Joyful
spotify:track:6D4obLx2BPec8kI0oI4ntR,The Candy Man - 2016 Remaster,Sammy Davis Jr.,"adult standards,lounge,vocal jazz",0.57,0.616,0.0365,0.858,132.326,Joyful
spotify:track:5YLHLxoZsodDWjqSgjhBf3,Myself,Bazzi,pop,0.745,0.561,0.072,0.902,195.918,Joyful
spotify:track:5JaN7UNzRF91yL5cpFrOPF,Indian Lake,The Cowsills,"bubblegum pop,classic garage rock,merseybeat,underground power pop",0.695,0.652,0.0316,0.962,131.857,Joyful
spotify:track:5vE5T1RhdFY7rJeQBPFnYY,Jessie's Girl,Rick Springfield,"album rock,australian rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,soft rock,yacht rock",0.72,0.613,0.0477,0.862,131.618,Joyful
spotify:track:6rVNnvyNeibts1uOqdSNIw,Mother,Charlie Puth,"pop,viral pop",0.407,0.697,0.342,0.632,179.681,Joyful
spotify:track:7kMGj4v3CAH026A4JImfhV,Oh Julie - Remastered Single Version,Shakin' Stevens,"classic uk pop,rockabilly",0.478,0.994,0.114,0.814,160.205,Joyful
spotify:track:2effasDhaWmjIYjyS13A0e,Going Home - 2015 Remaster,Normie Rowe,"australian rock,cabaret",0.389,0.802,0.0333,0.707,129.918,Joyful
spotify:track:701LzRhwgjnJgxEILYspx5,Out of Time (Stereo Version),Chris Farlowe,"british blues,british invasion",0.514,0.686,0.0547,0.748,127.062,Joyful
spotify:track:1msykqPE0qoZig4nb9khI0,Little Red Rooster,Sam Cooke,"classic soul,soul,vocal jazz",0.597,0.64,0.0427,0.823,92.422,Joyful
spotify:track:6PhY7y9O2VNHREqJv33EcG,We Belong,Sheppard,"australian indie,folk-pop",0.798,0.655,0.0387,0.828,111.98,Joyful
spotify:track:17S4XrLvF5jlGvGCJHgF51,Learning To Fly,Tom Petty and the Heartbreakers,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.651,0.766,0.0299,0.949,116.74,Joyful
spotify:track:29SyMC0plk6qw8NMF7lfRL,You Really Got Me,The Kinks,"album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter",0.573,0.939,0.0808,0.963,137.382,Joyful
spotify:track:4w6yOgvvdY3tcG3tlOV4lG,I Go To Rio,Peter Allen,pop,0.593,0.765,0.0385,0.801,121.844,Joyful
spotify:track:5uw9UIOXj6R8pOwXte8F5h,Little Lies,Fleetwood Mac,"album rock,classic rock,rock,soft rock,yacht rock",0.63,0.688,0.0266,0.893,124.825,Joyful
spotify:track:31AOj9sFz2gM0O3hMARRBx,Losing My Religion,R.E.M.,"alternative rock,athens indie,permanent wave,rock",0.666,0.855,0.0295,0.803,125.639,Joyful
spotify:track:2LKVqj0hkZsqQTOuWypM1c,I'm On Fire,5000 Volts,classic uk pop,0.635,0.874,0.0402,0.939,138.456,Joyful
spotify:track:0Oc2t0ffBfnFKthTFB87zZ,Fingertips - Original Studio Version,Stevie Wonder,"motown,soul",0.521,0.696,0.0285,0.856,79.941,Joyful
spotify:track:45s88Xopo6KvHc0PQ05aGg,My Generation - Mono Version,The Who,"album rock,british invasion,classic rock,hard rock,rock",0.299,0.787,0.069,0.716,94.798,Joyful
spotify:track:6K8qKeWo5MsFED7wCR6Kop,Sing,Ed Sheeran,"pop,singer-songwriter pop,uk pop",0.818,0.67,0.0472,0.939,119.988,Joyful
spotify:track:06C1afLEMNO4hii8mbX6sq,I Like it Like That - 2019 - Remaster,The Dave Clark Five,"british invasion,merseybeat",0.495,0.85,0.121,0.9,140.059,Joyful
spotify:track:20QOF5xJItVcHSwCv6CVqz,Pipeline,The Chantays,surf music,0.444,0.552,0.0354,0.805,152.575,Joyful
spotify:track:1izlCIGf2AbqgQqOvyj6RU,My Baby Loves Lovin',White Plains,"bubblegum pop,classic uk pop",0.638,0.625,0.0293,0.89,125.927,Joyful
spotify:track:7lKN38KsWtTE4PuHkaSKSd,Undecided,The Master's Apprentices,australian rock,0.583,0.891,0.08,0.875,104.336,Joyful
spotify:track:00d05ogind9ZQ1LrNmyD1F,Boys In Town,Divinyls,"australian rock,new wave pop",0.495,0.839,0.0377,0.742,158.425,Joyful
spotify:track:2UizutYVqaB33jCHbSoi0d,I Saw Her Again - Single Version,The Mamas & The Papas,"classic rock,folk,folk rock,mellow gold,psychedelic rock,rock,soft rock,sunshine pop",0.476,0.86,0.0331,0.894,121.715,Joyful
spotify:track:6XysrR8vcCDIXVRfqylrbc,One Fine Day,The Chiffons,"brill building pop,classic girl group,doo-wop,rock-and-roll",0.486,0.552,0.0334,0.896,89.574,Joyful
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,"dance pop,edm,electro house,house,pop,progressive house,uk dance",0.596,0.856,0.0346,0.743,127.949,Joyful
spotify:track:5sC4GlhZ9zCb6gPxSIbX5j,Don't Tell Me,Madonna,"dance pop,pop",0.711,0.696,0.0511,0.724,100.124,Joyful
spotify:track:2oSpQ7QtIKTNFfA08Cy0ku,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,"alternative rock,athens indie,permanent wave,rock",0.381,0.894,0.037,0.797,205.528,Joyful
spotify:track:71kj6vbwfqjThqsDxhtYPE,That's All You Gotta Do,Brenda Lee,"adult standards,easy listening,lounge,rockabilly",0.587,0.65,0.0283,0.96,98.137,Joyful
spotify:track:4jrEJvfSn7kJcZR4oD7VGo,I Hear You Knocking,Dave Edmunds,"british blues,power pop,pub rock,rockabilly",0.528,0.445,0.0482,0.97,206.361,Joyful
spotify:track:5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",0.59,0.805,0.0371,0.797,138.514,Joyful
spotify:track:6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,"acoustic pop,lilith,neo mellow,pop rock,post-teen pop",0.551,0.836,0.0524,0.758,185.063,Joyful
spotify:track:4GmoKQoOE3NSYQO1xMcsIw,Who Put The Bomp,Barry Mann,"brill building pop,doo-wop",0.512,0.667,0.042,0.841,86.13,Joyful
spotify:track:39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,"dance pop,pop,uk pop",0.695,0.884,0.0753,0.914,103.014,Joyful
spotify:track:3GCpEbJzknVdpvx9WI03x3,Mysterious Girl - Radio Edit,Peter Andre,"europop,talent show",0.655,0.822,0.211,0.859,171.983,Joyful
spotify:track:5xJRdHGIpRdwVranRFS51V,Pash,Kate Ceberano,"australian dance,australian pop,australian rock",0.7,0.909,0.0391,0.931,135.162,Joyful
spotify:track:493TKswzQDCStxco9dtUzW,"Risk It - Original Song from the TV Series ""The Secret Daughter""",Jessica Mauboy,"australian indigenous,australian pop,australian talent show",0.677,0.908,0.0922,0.822,96.543,Joyful
spotify:track:5VsAiXtW0ApEaGsZypEUxL,Freeway Of Love,Aretha Franklin,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz",0.693,0.839,0.0526,0.849,126.165,Joyful
spotify:track:0LQhKGlQZrR6PRWLUFZfII,"A Little Bit Me, a Little Bit You",The Monkees,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,heartland rock,mellow gold,psychedelic rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop",0.609,0.818,0.0425,0.922,78.955,Joyful
spotify:track:4qK4FyUtdV1OBdvc5dCjEM,I.O.U. - Remastered,Freeez,"brit funk,hi-nrg,post-disco",0.782,0.669,0.0492,0.847,118.898,Joyful
spotify:track:5bGH37XtOsetTUKaFDbfRN,Raining Again,Moby,"downtempo,electronica",0.604,0.785,0.0389,0.779,117.827,Joyful
